"CODIGO_SOLICITUD","FECHA_RECEPCION","FECHA_RESPUESTA","PAIS_SOLICITUD","SECTOR_SOLICITUD","CATEGORIA_SOLICITUD","ESTADO_SOLICITUD","RESUMEN_SOLICITUD","RESUMEN_RESPUESTA","RESERVA","ES_REVISION","FECHA_RECEPCION_REVISION","FECHA_RESPUESTA_REVISION","RESUMEN_SOLICITUD_REVISION","RESUMEN_RESPUESTA_REVISION","ESTADO_REVISION"
F-129-2024,2024-09-11 12:35:07.000,2024-09-13 09:07:47.000,Costa Rica,ONG,Estandar,Otorgado,"Estimada Representación de Banco Centroamericano de Integración Económica en Costa Rica
Espero este mensaje le encuentre bien. Es un placer saludarle.
Desde Naciones Unidas en Costa Rica  estamos realizando una revisión de nuestro paquete de compensaciones a nivel local y nos gustaría establecer contacto con el departamento de Recursos Humanos de su organización para explorar posibles sinergias en este ámbito.
Le agradecería enormemente si pudiera proporcionarnos el correo electrónico adecuado para canalizar esta consulta por favor.
Quedo a su disposición para cualquier información adicional.
Saludos cordiales 

Jesús Aviña (Él / Him / His)     
Supply Associate  UNHCR Costa Rica 
Office: +506 2242-0736 | Mobile: +506 6490-1412
Rohrmoser  Av. 3A  Calle 80  San José  Costa Rica
www.acnur.org/costa-rica | help.unhcr.org ¦X 
 
","Por favor  contactar a: 
Nohemi Cabrera: mcabrera@bcie.org.
Ricardo Suazo: suazor@bcie.org.
 


Fecha de cierre de solicitud: 09/13/2024",,0,,,,,
F-130-2024,2024-09-16 22:55:24.000,2024-09-24 11:51:55.000,Honduras,Personal,Estandar,Otorgado,Quisiera saber cómo puedo hacer para obtener un préstamo para inicio de capital,"El Banco Centroamericano de Integración Económica (BCIE) es una institución financiera multilateral de desarrollo  con carácter internacional. Toda la información institucional  misión y valores del Banco pueden ser encontrados en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/informacion-institucional 
Las modalidades e instrumentos financieros que ofrece el BCIE para el sector público soberano y sector público no soberano y privado pueden ser encontrados en el siguiente enlace: https://www.bcie.org/modalidades-e-instrumentos-financieros 
Los principales Programas de MIPYME los puede encontrar en el siguiente enlace:
https://www.bcie.org/modalidades-e-instrumentos-financieros/intermediacion-financiera/programas-de-mipyme 
Para atenderle de manera más precisa  le invitamos a ponerse en contacto con nuestra Oficina de Honduras: 
Tel: (504) 2240-2231 
Fax: (504) 2240-2183


Fecha de cierre de solicitud: 09/24/2024",,0,,,,,
F-131-2024,2024-09-20 11:56:21.000,2024-10-10 08:36:50.000,Guatemala,Personal,Compleja,Otorgado,Información que me ayude a comprender cómo la cooperación internacional ha influido en la seguridad alimentaria y las intervenciones nutricionales en la región. Solicito detalles sobre los componentes del programa relacionados con la seguridad alimentaria y la nutrición  si incluye medidas específicas destinadas a mejorar la seguridad alimentaria de las poblaciones más vulnerables. Si el programa ha desarrollado o apoyado proyectos relacionados con la intervención nutricional  tales como programas de distribución de alimentos  mejoramiento de cultivos  o proyectos para la diversificación de fuentes alimentarias locales. Tipo de apoyo que ha brindado el Fondo Verde del Clima en relación con las intervenciones de seguridad alimentaria y nutricional en el Corredor Seco  cómo los fondos han sido utilizados para promover la resiliencia climática en términos de alimentación. Alianzas y acuerdos de cooperación internacional que se han establecido en el marco del programa  qué organizaciones internacionales han contribuido y cómo han influido en los proyectos de seguridad alimentaria. Si existen informes o evaluaciones sobre el impacto que el Programa del Corredor Seco Centroamericano ha tenido en la seguridad alimentaria durante el período 2015-2020. Por último  si el BCIE ha coordinado sus esfuerzos con otros programas internacionales de intervención nutricional o si ha recibido financiamiento adicional para mejorar las condiciones alimentarias en el Corredor Seco.,"El Programa denominado "" Adaptación Basada en Ecosistemas para Aumentar la Resiliencia Climática en el Corredor Seco Centroamericano y las Zonas Áridas de la República Dominicana"" liderado por el Banco Centroamericano de Integración Económica (BCIE)  tiene como fin fortalecer la capacidad de adaptación de las personas vulnerables  incluidos los pequeños agricultores y agricultores comerciales  así como los empresarios en las comunidades rurales en la región del Corredor Seco de Centroamérica y en las Zonas Áridas de República Dominicana.
Es importante señalar que  este programa fue declarado efectivo a partir del 5 de febrero del 2024  se cuenta con el apoyo de la Organización de las Naciones Unidas para la  Alimentación y la Agricultura (FAO) y la Comisión Centroamericana de Ambiente y Desarrollo (CCAD) como entidades ejecutoras en conjunto con el BCIE.
La información general del programa se encuentra en:https://www.bcie.org/operaciones-y-adquisiciones/programa-del-corredor-seco-centroamericano  adicionalmente  el documento aprobado por el Fondo Verde del Clima  esta disponible en: https://www.greenclimate.fund/project/fp174 


Fecha de cierre de solicitud: 10/10/2024",,0,,,,,
C-132-2024,2024-09-23 00:21:00.000,2024-09-24 17:44:21.000,Nicaragua,Academia,Compleja,Otorgado,"Buenos días  espero se encuentre bien en el desarrollo de sus funciones. 

 

 

Por este medio estoy solicitando información sobre el préstamo 2298  Programa Temporal de Apoyo ante la Crisis de los Combustibles en Nicaragua  me gustaría saber cuanto a amortizado Nicaragua a esa deuda.

 

Quedo a la espera de la respuesta 

 

 

Saludos","La República de Nicaragua sobre el préstamo No. 2298  Programa Temporal de Apoyo ante la Crisis de los Combustibles en Nicaragua  ha amortizado a la fecha un monto de USD 20 072 773.70.


Fecha de cierre de solicitud: 09/24/2024",,0,,,,,
F-134-2024,2024-10-10 10:57:32.000,2024-10-15 11:18:07.000,Guatemala,Sector Público,Estandar,Otorgado,"Estimados Señores BCIE

Reciban un cordial saludo  es un gusto dirigirme a ustedes y presentarme como Pablo Emilio Solís Lutin. Actualmente  me encuentro en periodo de prácticas para graduarme como Perito Agroindustrial en la Escuela Nacional Central de Agricultura (ENCA)  donde he desarrollado una sólida base técnica y aplicada en la agroindustria  complementada con experiencias prácticas en situaciones reales. A lo largo de mi formación  he visto de primera mano la importancia de la agroindustria para el desarrollo económico de nuestro país  así como la eficacia y efectividad de los procesos de la industria alimentaria.

Mi sueño es continuar preparándome en esta área para liderar proyectos que no solo contribuyan al crecimiento económico  sino que promuevan prácticas sostenibles y responsables con el medio ambiente. Mi objetivo es continuar mis estudios en la carrera de Ingeniería en Agroindustria Alimentaria en la Universidad Agrícola Panamericana Zamorano. No obstante  el costo de los estudios en Zamorano supera mis recursos financieros  por lo que recurro a ustedes en busca de apoyo para poder alcanzar mis metas académicas y profesionales por medio de una beca que cubra los costos que dure dicha carrera.

A lo largo de mis estudios  he demostrado habilidades en la optimización de procesos productivos agroindustriales  así como en la mejora de la eficiencia en el uso de recursos en diferentes etapas de la cadena productiva. Creo firmemente que estas competencias pueden resultar valiosas para su prestigiosa corporación  ya que estoy comprometido con la búsqueda constante de soluciones que generen valor añadido en los proyectos agroindustriales.

Con el propósito de mostrar mi gratitud  me ofrezco a retribuir su apoyo mediante el desarrollo de mi tesis de investigación en beneficio de su corporación. Estoy convencido de que mi contribución  ya sea en el ámbito técnico o en la implementación de proyectos  podría ser de gran utilidad. Además  me comprometo a colaborar con ustedes una vez me haya graduado  aportando mi conocimiento y experiencia en pro del éxito de sus iniciativas.

Agradezco de antemano su consideración a esta solicitud y apelo a su generosidad para brindarme la oportunidad de continuar mi formación  sabiendo que con su apoyo podré generar un impacto positivo y duradero en la agroindustria y en nuestras comunidades.

Quedo a su disposición para cualquier información adicional que consideren necesaria y espero con entusiasmo la oportunidad de trabajar junto a ustedes en un futuro cercano.



Atentamente 



F.		 Pablo Emilio Solis Lutin


emiliosolislutin@gmail.com 3656-4989
","Las personas interesadas deben someterse directamente a los procesos de admisión de la Universidad Zamorano. Una vez que las personas hayan sido aceptadas en la Univerdad  los Ministerios de Educación de cada país seguirán un proceso específico para escoger a los mejores candidatos. Le recomendamos estar pendiente de anuncios directos de la Universidad Zamorano y del Ministerio de Educación de su respectivo país.
https://www.bcie.org/novedades/noticias/articulo/becas-fundacion-bcie-zamorano-fortaleceran-las-capacidades-profesionales-de-estudiantes-de-la-region-cuba-y-colombia 
Le recomendamos estar pendiente de anuncios directos de la Universidad Zamorano y del Ministerio de Educación de su respectivo país  los cuales serán los encargos directos del proceso para el otorgamiento de las becas. 
",,0,,,,,
F-135-2024,2024-10-10 22:15:47.000,2024-10-15 17:00:39.000,México,Sector Privado,Estandar,Otorgado,solicito ayuda economica para poder empezar y realizar un empleo que podra dar empleo a mas personas  con la cual tendra un alcance de 25 a 50 personas  y asi poder segui ayudando a la economia nacional en  baja escala,"Le invitamos a conocer los programas de MIPYPES 
Programas de MIPYME - Banco Centroamericano de Integración Económica (bcie.org)


Fecha de cierre de solicitud: 10/15/2024",,0,,,,,
F-136-2024,2024-10-14 14:51:51.000,2024-10-15 17:05:12.000,Belice,Academia,Estandar,Otorgado,Solicito información relacionada a Cambio Constitutivo del Banco BCIE,"La información solicitada puede ser encontrada en el siguiente enlace: 
bcie2014.sharepoint.com/sites/DocPub/Doc_Pub/Forms/Tipo documental.aspx?id=%2Fsites%2FDocPub%2FDoc_Pub%2F610%2FConvenio Constitutivo Modif%2E AG-6%2E2020 vigente desde 5%2E02%2E2021%2Epdf&parent=%2Fsites%2FDocPub%2FDoc_Pub%2F610&p=true&ga=1


Fecha de cierre de solicitud: 10/15/2024",,0,,,,,
F-137-2024,2024-10-21 02:56:39.000,2024-11-05 18:36:07.000,Portugal,Sector Público,Compleja,Otorgado,"My name is José Lopes and i'm a analist from AICEP Portugalglobal  which is a Portuguese governmental agency that support Portugal companies in their exports and internacionalization processes and  in  same way  seek and collect foreign investment projects to Portugal.
 
In order to support portuguese companies to expand to markets abroad  we intend to setup processes to automatic harvesting business oportunnities  internacional projects and contests.
 
So  I'm coming to you  to ask:
1) Does CABEI has web services   such has API Rest to available this kind of data?
2) It it does  what is the running pricing to use it?
3) Would you share the implementation tecnhical especifications of it?
 
I can't wait your answers. 
I apreciate your attencion 
Kind regard.
José Lopes.","Thank you for your inquiry. Currently  CABEI does not have exposed APIs for automating the collection of this data. However  on our website  you will find detailed information about procurement opportunities in projects. Through the following link  Avisos de Adquisición - Adquisiciones en Proyectos  you can access and download the information in CSV  Excel  and PDF formats.  Additionally  procurement plans are also available for download in those same formats via this link:Planes de Adquisiciones - Adquisiciones en Proyectos


Fecha de cierre de solicitud: 11/05/2024",,0,,,,,
F-139-2024,2024-10-31 07:04:24.000,2024-10-31 18:20:03.000,España,Sector Privado,Estandar,Otorgado,"Estimado BCIE  

Nos gustaría contactar con Mauricio Chacón  representante de la oficina de España y para ello le ruego me facilite un email o numero de teléfono al que dirigirme. 

Muchas gracias por su colaboración 

Jimena Muñoz  del área de International Affairs del Grupo MAPFRE.","El email del funcionario es: mchacon@bcie.org.


Fecha de cierre de solicitud: 10/31/2024",,0,,,,,
F-140-2024,2024-10-31 10:05:48.000,2024-11-13 16:23:29.000,Honduras,Sector Público,Estandar,Otorgado,BECAS,"El BCIE cuenta con el programa “Becas Fundación BCIE- Zamorano”:
https://www.bcie.org/novedades/noticias/articulo/becas-fundacion-bcie-zamorano-fortaleceran-las-capacidades-profesionales-de-estudiantes-de-la-region-cuba-y-colombia 
Le recomendamos estar pendiente de anuncios directos de la Universidad Zamorano y del Ministerio de Educación de su respectivo país  los cuales serán los encargos directos del proceso para el otorgamiento de las becas. 


Fecha de cierre de solicitud: 11/13/2024",,0,,,,,
F-141-2024,2024-10-31 23:59:22.000,2025-03-02 18:03:51.000,Guatemala,Sector Público,No Categorizada,Desestimado,"Vivieda
","Tras revisar su solicitud  lamentamos informarle que ha sido desestimada  ya que no logramos determinar con precisión el tipo de información que requería. Además  no recibimos respuesta a nuestra solicitud de aclaración sobre la naturaleza de su consulta.


Fecha cierre de solicitud: 03/02/2025",,0,,,,,
F-142-2024,2024-11-01 11:07:47.000,2024-11-05 18:29:23.000,Nicaragua,Personal,Estandar,Otorgado,Oportunidades de empleo en BCIE y mecanismos para aplicar.,"A. Si tiene interés en un empleo en el BCIE  debes consultar el siguiente enlace:
https://www.bcie.org/acerca-del-bcie/carreras/plazas-vacantes  
En este sitio encontrarás anuncios sobre vacantes y los Programas de Jóvenes Profesionales y Prácticas Profesionales. A través del mismo sitio puedes enviar tu hoja de vida para que figure en la base de datos del Banco. A continuación  te proporcionamos las instrucciones para aplicar:
Si no tiene una cuenta creada en LinkedIn  ir al siguiente enlace: http://www.linkedin.com Abrir el perfil colocando experiencia académica y laboral  conocimiento de entidades y fuentes de financiamiento bilaterales y multilaterales  entre otra información relevante.
Buscar la página: http://www.linkedin.com/company/bcie 
- Buscar la posición a la que está aplicando o dar click en el siguiente enlace:https://www.linkedin.com/jobs/view/2386989836/?capColoOverride=true
- Luego dar click sobre “aplicación sencilla” y finalmente dar click en “aplicar”.
B. La información sobre el Programa de Jóvenes Profesionales puede ser encontrada en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/carreras/programa-de-jovenes-profesionales 
C. Para información sobre pasantías remitir sus dudas a: recursoshumanos@bcie.org. 


Fecha de cierre de solicitud: 11/05/2024",,0,,,,,
C-143-2024,2024-10-28 14:37:00.000,2024-11-21 00:00:00.000,Costa Rica,Medios de comunicación,Compleja,Otorgado," 
¿Usted cree que me puedan ayudar con el número de expediente bajo el cual se tramita el caso del edificio Sonesta en Jacó y el Juzgado en el que se tramita con el fin de nosotros poder consultar directamente a la institución sobre el estado?
","El caso se está promoviendo ante el Tribunal Primero Colegiado de Primera instancia Civil de Puntarenas con el número de expediente 19-000334-0642-CI.


Fecha de cierre de solicitud: 06/11/2025",,0,,,,,
F-144-2024,2024-11-11 14:04:05.000,2024-11-13 16:30:42.000,Afganistán,Personal,Estandar,Otorgado,Busco trabajo,"A. Si tiene interés en un empleo en el BCIE  debes consultar el siguiente enlace:
https://www.bcie.org/acerca-del-bcie/carreras/plazas-vacantes  
En este sitio encontrarás anuncios sobre vacantes y los Programas de Jóvenes Profesionales y Prácticas Profesionales. A través del mismo sitio puedes enviar tu hoja de vida para que figure en la base de datos del Banco. A continuación  te proporcionamos las instrucciones para aplicar:
Si no tiene una cuenta creada en LinkedIn  ir al siguiente enlace: http://www.linkedin.com Abrir el perfil colocando experiencia académica y laboral  conocimiento de entidades y fuentes de financiamiento bilaterales y multilaterales  entre otra información relevante.
Buscar la página: http://www.linkedin.com/company/bcie 
- Buscar la posición a la que está aplicando o dar click en el siguiente enlace:https://www.linkedin.com/jobs/view/2386989836/?capColoOverride=true
- Luego dar click sobre “aplicación sencilla” y finalmente dar click en “aplicar”.
B. La información sobre el Programa de Jóvenes Profesionales puede ser encontrada en el siguiente enlace: https://www.bcie.org/acerca-del-bcie/carreras/programa-de-jovenes-profesionales 
C. Para información sobre pasantías remitir sus dudas a: recursoshumanos@bcie.org. 


Fecha de cierre de solicitud: 11/13/2024",,0,,,,,
F-145-2024,2024-11-13 15:11:59.000,2024-11-13 16:27:45.000,El Salvador,Sector Privado,Estandar,Otorgado,Solicito información sobre :  Las políticas de acceso a la información aprobadas a la fecha,"Las politicas de acceso a la información aprobadas a la fecha  la vigente y la que entrará en vigencia en 2025   pueden ser encontradas en el siguiente enlace: 
Marco Regulatorio de Acceso a la Información - Banco Centroamericano de Integración Económica
 


Fecha de cierre de solicitud: 11/13/2024",,0,,,,,
